Title,URL,Snippets,Location,Category,Award,Date
How to Apply for Women and Minority Owned Business Grants,https://smallbusiness.chron.com/apply-women-minority-owned-business-grants-5190.html,How to Apply for Women and Minority Owned Business Grants | Small Business - Chron.com. Types of Businesses to Start. Farm Grants for Women. Step-by-Step Grant Writing. Women and visible ...,Missouri,Small Business Grants,,
Alcohol Health Services Research (R01 Clinical Trial Optional),https://grants.gov/search-results-detail/349812,"The National Institute on Alcohol Abuse and Alcoholism solicits applications for an R01 Clinical Trial Optional mechanism focusing on alcohol health services. This NOFO will broadly focus on closing the treatment gap for individuals with alcohol use disorder (AUD); within this focus, there are five major areas of emphasis: (1) increasing access to treatment for AUD, (2) making treatment for AUD more appealing, (3) examining cost structures and insurance systems, (4) conducting studies on dissemination and implementation of existing evidence-based approaches to treating AUD, and (5) reducing health disparities as a means of addressing the treatment gap in AUD for health disparity populations.",Nationwide,Health,500000,"Sep 07, 2026 12:00:00 AM EDT"
Effectiveness of School-Based Health Centers to Advance Health Equity (R01 Clinical Trial Optional),https://grants.gov/search-results-detail/334846,The purpose of this Funding Opportunity Announcement is to support research that investigates the effectiveness of school-based health centers (SBHCs) as a health services care delivery model to address the needs of school-aged children from populations with health disparities (underserved youth).,Nationwide,Education,none,"Jan 07, 2025 12:00:00 AM EST"
2024 Small Business Summit | DC Chamber of Commerce,https://dcchamber.org/events/2024-small-biz-summit/,"The DC Chamber of Commerce 2024 Small Business Summit will convene leaders from across local & federal governments and the small business industry for a deep dive into the state of the District of Columbia’s small business industry and the future vision, policy, and programs for all businesses. Join us and be a part of shaping the future of ...",DistrictOfColumbia,Small Business Grants,,
"Office of Special Education and Rehabilitative Services (OSERS): rehabilitation Services Administration (RSA): American Indian Vocational Rehabilitation Services, Assistance Listing Number (ALN) 84.250Q",https://grants.gov/search-results-detail/351317,"Note: Each funding opportunity description is a synopsis of information in the Federal Register application notice. For specific information about eligibility, please see the official application notice. The official version of this document is the document published in the Federal Register. Free Internet access to the official edition of the Federal Register and the Code of Federal Regulations is available on GPO Access at: http://www.access.gpo.gov/nara/index.html. Please review the official application notice for pre-application and application requirements, application submission information, performance measures, priorities and program contact information.
 
For the addresses for obtaining and submitting an application, please refer to our Revised Common Instructions for Applicants to Department of Education Discretionary Grant Programs, published in the Federal Register on December 7, 2022.
 
Purpose of Program: The purpose of this program is to provide VR services, including culturally appropriate services, to American Indians with disabilities who reside on or near Federal or State reservations, consistent with such eligible individual’s strengths, resources, priorities, concerns, abilities, capabilities, interests, and informed choice, so that such individuals may prepare for, and engage in, high-quality employment that will increase opportunities for economic self-sufficiency.
 
 
 
Assistance Listing Number (ALN) 84.250Q.",Nationwide,Education,none,"Mar 26, 2024 12:00:00 AM EDT"
Limited Competition: Revision Applications of Existing NIH Centers for AIDS Research (CFAR) and Developmental Centers for AIDS Research (D-CFAR) Grants (P30 Clinical Trial Not Allowed),https://grants.gov/search-results-detail/351604,"This notice of funding opportunity (NOFO) encourages revision applications from currently funded NIH Centers for AIDS Research (CFAR) and Developmental CFARs (D-CFAR) to expand the role of the CFARs and D-CFARs to include additional support and infrastructure for outreach and research related to HIV and HIV-related health disparities in the United States and globally. The goal of the NOFO is aimed towards diversifying and supporting the next generation of HIV/AIDS investigators, and engaging and mentoring these investigators in high-priority HIV/AIDS research.",Nationwide,Health,1500000,"Oct 09, 2025 12:00:00 AM EDT"
Research Supplements to Promote Diversity in Health-Related Research (Admin Supp Clinical Trial Not Allowed),https://grants.gov/search-results-detail/348963,"The National Institutes of Health (NIH) and the Centers for Disease Control and Prevention hereby notify Program Director(s)/Principal Investigator(s) (PD(s)/PI(s)) holding specific types of research grants (activity codes listed above) that funds are available for administrative supplements to enhance the diversity of the research workforce by recruiting and supporting students, postdoctorates, and eligible investigators from diverse backgrounds, including those from groups that have been shown to be underrepresented in health-related research. This supplement opportunity is also available to PD(s)/PI(s) of research grants who are or become disabled and need additional support to accommodate their disability in order to continue to work on the research project.  Administrative supplements must support work within the scope of the original project.
This Notice of Funding Opportunity (NOFO) is designed specifically for applicants proposing research that does not involve leading an independent clinical trial, a clinical trial feasibility study, or an ancillary clinical trial. Applicants to this NOFO are permitted to propose research experience in a clinical trial led by a mentor or co-mentor.",Nationwide,Health,500000,"May 07, 2026 12:00:00 AM EDT"
"NHLBI SBIR Phase IIB Small Market Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",https://grants.gov/search-results-detail/336581,"The Small Business Innovation Research (SBIR) Program is an important National Institutes of Health (NIH) funding mechanism used to develop innovative solutions that address public health challenges. A major objective of the SBIR Program is to facilitate the commercialization of technologies developed by small business concerns (SBCs). Yet, the development of biomedical products is often impeded by a significant funding gap between the end of the SBIR Phase II award and the commercialization stage. This gap is increased by the barriers associated with technologies under development for small commercial markets, such as those focused on rare diseases or young pediatric populations. This Funding Opportunity Announcement (FOA) invites small businesses to submit SBIR grant applications to support later stage research and development (referred to as Phase IIB) for promising projects that were previously funded by SBIR or STTR (Small Business Technology Transfer) Phase II awards that address rare diseases or young pediatric populations (aged 0-12 years and defined in Section IV, part 7), and will require eventual Federal regulatory approval/clearance. The goal of this FOA and the resulting Phase IIB awards is to assist applicants in pursuing the next appropriate milestone(s) necessary to advance a product to regulatory approval and commercialization by promoting partnerships between small business awardees and third-party investors and/or strategic partners, including patient advocacy organizations.",Nationwide,Health,none,"Feb 28, 2024 12:00:00 AM EST"
How to Apply for the 2023-2024 NeighborHUB Grant,https://www.detroitchamber.com/how-to-apply-for-the-2023-2024-neighborhub-grant/,"The program welcomes small businesses and registered 501 (c)3 nonprofits located in Detroit, Highland Park, and Hamtramck to apply for a grant. Local groups who are not 501 (c) (3)-affiliated (i.e., block clubs) must partner with a registered 501 (c) (3) nonprofit and propose a project together.",Michigan,Government Organization Grants,,
"Events for May 18, 2024 – Connecticut Education Association",https://cea.org/events/2024-05-18/,"Capitol Place Suite 500 21 Oak Street Hartford, CT 06106. Phone: 860-525-5641",Connecticut,Educators and Educational Institutions Grants,,
"U.S. Consulate General Hong Kong and Macau, PAS",https://grants.gov/search-results-detail/350693,"PAS Hong Kong and Macau invites proposals for programs that strengthen cultural ties between the United States and Hong Kong and the United States and Macau through cultural and exchange programming that highlights shared values and promotes bilateral cooperation. All programs must include a U.S. element or connection with American expert/s, organization/s, or institution/s in a specific field that will promote increased understanding of U.S. policy and perspectives and build partnerships.
 ",Nationwide,Education,50000,"Aug 23, 2024 12:00:00 AM EDT"
Over 45 November Scholarship Opportunities to Apply For,https://www.collegexpress.com/articles-and-advice/financial-aid/articles/scholarships-grants-loans/over-40-november-scholarship-opportunities-apply/,"Scholarships for high school and undergraduate students. Employment BOOST Academic Scholarship: This scholarship is open to US high school seniors as well as two- and four-year college students with a GPA of 3.6 or higher. Applicants may be pursuing any major, but one of two scholarships will be given to a student pursuing Business or STEM fields.",Massachusetts,High School/College Student Grants,,
Time-Sensitive Opportunities for Health Research (R61/R33 Clinical Trial Not Allowed),https://grants.gov/search-results-detail/343319,"This Funding Opportunity Announcement (FOA) establishes an accelerated review/award process to support research to understand health outcomes related to an unexpected and/or time-sensitive event (e.g., emergent environmental threat; pandemic; change in local, state, or national policy; natural disaster). Applications in response to this FOA must demonstrate that the research proposed is time-sensitive and must be initiated with minimum delay due to a limited window of opportunity to collect baseline data, answer key research questions, and/or prospectively evaluate a new policy or program. This FOA is intended to support opportunities in which empirical study could only be available through expedited review and funding, necessitating a substantially shorter process than the typical NIH grant review/award cycle. The time from submission to award is expected to occur within 4-5 months. However, administrative requirements and other unforeseen circumstances may delay issuance dates beyond that timeline.",Nationwide,Education,none,"Mar 02, 2024 12:00:00 AM EST"
Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R01 Clinical Trial Not Allowed),https://grants.gov/search-results-detail/349671,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) along with other participating Institutes encourages submission of applications proposing to conduct secondary data analysis and integration of existing datasets and database resources, with the ultimate aim to elucidate cancer risk and related outcomes (e.g., risk prediction or reduction, survival, or response to treatment, etc.). The goal of this initiative is to address key scientific questions relevant to cancer by supporting the analysis of existing clinical, environmental, surveillance, health services, vital statistics, behavioral, lifestyle, genomic, and molecular profiles data. Applicants are encouraged to leverage and perform innovative analyses of the existing data. Applications may include new research aims that are being addressed with existing data, new or advanced methods of analyses, or novel combinations and integration of datasets that allow the exploration of important scientific questions in cancer research.",Nationwide,Education,350000,"Sep 07, 2026 12:00:00 AM EDT"
FY 2024 Notice of Funding Opportunity: Cultural Grants Program,https://grants.gov/search-results-detail/352110,"The U.S. Embassy in Ljubljana, Slovenia announces this Notice of Funding Opportunity (NOFO) for Slovenian and U.S. cultural institutions, civil society organizations, and individuals. The Embassy offers grants for well-designed and managed projects that encourage and promote cultural and artistic cooperation, collaboration and exchange between the United States and Slovenia in ways that advance Embassy priorities. 
Successful projects should present and promote American values, culture, and/or history through art, music, literature, dance, and/or other cultural mediums to Slovenian audiences. We are particularly interested in supporting projects that build and enhance relationships between Slovenia and the United States through bilateral cooperation, promote shared heritage and values, and promote mutual understanding and projects that showcase the diversity of American culture. Special consideration will be given to projects that include a component on social justice (to include tolerance, respect for diversity, and inclusion of historically marginalized communities) and/or youth engagement, volunteerism, and active citizenship.

For this grant period, consideration will be given to project proposals focusing on promotion of American values and culture, and presentation of American history, society, art, or other culture. We are particularly interested in supporting projects that build and enhance relationships between Slovenia and the United States through bilateral cooperation, promote shared heritage and values, and promote mutual understanding and projects that showcase diverse American culture in ways that advance Embassy priorities. 
 
What are we looking for in a proposal?
 
•             Programs that build and enhance relationships between Slovenia and the United States through bilateral cooperation, promote shared heritage and values, and promote mutual understanding.
•             Programs that engage audiences by using a broad set of means to showcase America as a diverse society that values inclusion. For example, cultural programs where an American artist participates or is celebrated, programs that reach young people, and programs that raise awareness on important topics, like promoting social justice (to include tolerance, respect for diversity, and support for historically marginalized communities) and/or youth engagement, volunteerism, and active citizenship.
•             Sustainable projects with strong merit and clearly defined goals and outcomes.
•             Projects that include acknowledgement of U.S. Embassy support and a plan to amplify our cooperation via traditional or digital media.

All submissions must be in English.  

Applicants must include the following in the proposal submission. 
 
1.     Table of Contents that lists application contents and attachments (if any);
2.     Completed and signed SF-424 and SF-424A, as directed on www.grants.gov
3.     SF-424B (Assurances for Non-Construction programs) is only required for individuals and for organizations not registered in SAM.gov
4.     Completed and signed Cultural Grants Program – Application Form
5.     If your organization engages in lobbying activities, a Disclosure of Lobbying Activities (SF-LLL) form is required;
6.     Summary and detailed Budget in USD and detailed budget narrative that includes an explanation for each line item in the spreadsheet, as well as the source and description of any cost share offered;
7.     Monitoring and Evaluation Plan
Optional:
8.     Attachments may be included, (letters of commitment from the applicant institution and sub-award partners, CVs of key personnel, project experience, etc.) but should not be unreasonably lengthy; see NOFO for details on required attachments, if any;

Completed applications should be submitted electronically through CulturalGrantsLju@state.gov and on the following address: Public Affairs Section
U.S. Embassy Ljubljana, Attn: Cultural Grants Program, Prešernova 31, 1000 Ljubljana.
﻿Applications received after the deadline will not be considered.
",Nationwide,Education,15000,"Mar 31, 2024 12:00:00 AM EDT"
Epic MegaGrants | Apply For Funding for Your UE5 and UEFN Projects ...,https://www.unrealengine.com/en-US/megagrants,"Education: Research, educational curricula and course development, student projects, and university programs using or related to Unreal Engine are all eligible. Please note that for institutions, we only accept submissions from degree-granting schools and educators at such schools.",Iowa,Educators and Educational Institutions Grants,,
Development of Psychosocial Therapeutic and Preventive Interventions for Mental Disorders (R61/R33 Clinical Trial Required),https://grants.gov/search-results-detail/331839,"This is a reissue of RFA-MH-18-704: Development of Psychosocial Therapeutic and Preventive Interventions for Mental Disorders (R61/R33 Clinical Trial Required). As part of NIMH's clinical trials pipeline, this FOA encourages pilot research developing and testing novel psychosocial interventions and/or targets. Consistent with NIMH's emphasis on the experimental therapeutics approach to intervention development, it intends to speed the translation of emergent research in basic, behavioral, cognitive, affect, and neuropsychological science into preventative or therapeutic interventions. This RFA will provide up to two years of support for evaluation of target engagement and establishment of intervention parameters, and up to three years of support to replicate target engagement from prior studies and to test the association between target engagement and change in clinical outcome(s).",Nationwide,Health,none,"Oct 15, 2024 12:00:00 AM EDT"
New GT-Microsoft Accessibility Research Seed Grant Program Announces ...,https://theme.gatech.edu/node/298,"The GT-Microsoft Accessibility Research Seed Grant Program offered up to $45,000 in funding per winning proposal and was open to proposals from all Georgia Tech faculty, staff, and students. The program seeks accessibility-focused research and projects in digital accessibility / assistive technology, diverse student backgrounds, and campus life.",Georgia,Technology and Other Research Grants,,
Population Assessment of Tobacco and Health (PATH) Study Biospecimen Access (X01),https://grants.gov/search-results-detail/349976,"The Population Assessment of Tobacco and Health (PATH) Study provides the scientific community with biospecimens (urine, plasma, serum, and genomic DNA) and related research data on behaviors, attitudes, biomarkers and health outcomes associated with tobacco use in the U.S. This opportunity allows investigators to apply for access to the biospecimens from the PATH Study. Information about the PATH Study and this resource may be found on the PATH Study series page (https://doi.org/10.3886/Series606) at the University of Michigans National Addiction and HIV Data Archive Program (NAHDAP) website, part of the Inter-University Consortium for Political and Social Researchs (ICPSR) website.",Nationwide,Education,none,"Oct 30, 2026 12:00:00 AM EDT"
Apply for a Grant | BrightFocus Foundation,https://science.brightfocus.org/apply-grant,"Letter of Intent Due: July 31, 2023. Full Proposal Due: December 5, 2023 (By Invitation only) Note: All deadlines are 5:00 p.m. EST (Washington, D.C.) on the day of the deadline.",Alabama,Medical Research Grants,,
Fiscal Year (FY) 2024 AmeriCorps State and National Native Nation Grants,https://grants.gov/search-results-detail/349899,"AmeriCorps improves lives, strengthens communities, and fosters civic engagement through service and volunteering. AmeriCorps brings people together to tackle some of the country’s most pressing challenges through national service and volunteerism. AmeriCorps members and AmeriCorps Seniors volunteers serve with organizations dedicated to the improvement of communities and those serving. AmeriCorps helps make service a cornerstone of our national culture.AmeriCorps grants are awarded to eligible organizations (Use Section C.1. Eligible Applicants) proposing to engage AmeriCorps members in evidence-based or evidence-informed interventions/practices to strengthen communities. An AmeriCorps member is an individual who engages in community service through an approved national service position. Members may receive a living allowance and other benefits while serving. Upon successful completion of their service, members earn a Segal AmeriCorps Education Award that they can use to pay for higher education expenses or apply to qualified student loans.",Nationwide,Community Development,none,"Apr 05, 2024 12:00:00 AM EDT"
Research Enhancement Award Program (REAP) for Health Professional Schools and Graduate Schools (R15 Clinical Trial Required),https://grants.gov/search-results-detail/337298,"The purpose of the Research Enhancement Award Program (REAP) for Health Professional Schools and Graduate Schools is to support small scale research grants at institutions that do not receive substantial funding from the NIH, with an emphasis on providing biomedical research experiences primarily for health professional, undergraduate and graduate students and enhancing the research environment at applicant institutions.",Nationwide,Education,300000,"Jan 07, 2025 12:00:00 AM EST"
23 Small Business Grants You Can Apply For in 2024 - Digital.com,https://digital.com/small-business-grants/,"Government Grants for Small Businesses. There is a wide variety of federal grants and local grant programs. Grants.gov: The first place all small businesses should go is to look for a federal grant. It’s a database of thousands of grants, including small business grants, with powerful filters that will help you quickly narrow down the results ...",Indiana,Government Organization Grants,,
Apply for a Dental Grant | AAPD Foundation,https://aapdfoundation.org/apply-for-grants/,"ACCESS TO CARE GRANTS. Applications open spring 2024 . Selected applicants can receive one-year grants of up to $20,000, supporting community-based initiatives in the U.S. that provide dental care and ultimately serve as a primary dentist to underserved/limited access children.",Indiana,Government Organization Grants,,
50+ Study Abroad Scholarships & Grants to Apply for in 2024,https://www.gooverseas.com/blog/study-abroad-scholarships-grants,"50+ Study Abroad Scholarships & Grants to Apply for in 2024 Searching for scholarships to study abroad can be challenging. Find active scholarships and grants, plus our expert advice, to help finance your study abroad adventure!",Maine,Technology and Other Research Grants,,
Research to Action: Assessing and Addressing Community Exposures to Environmental Contaminants (R01 Clinical Trial Optional),https://grants.gov/search-results-detail/342465,This Funding Opportunity Announcement encourages applications using community-engaged research methods to investigate the potential health risks of environmental exposures of concern to the community and to implement an environmental public health action plan based on research findings.  The overall  goal is to inform and support efforts to prevent or reduce exposure to harmful  environmental exposures and improve the health of a community.,Nationwide,Environment,none,"Sep 07, 2025 12:00:00 AM EDT"
Administrative Supplements to Support Cancer Disparity Collaborative Research (Clinical Trial Optional),https://grants.gov/search-results-detail/338351,"The purpose of this trans-NCI Funding Opportunity Announcement (FOA) is to promote new cancer disparities research among investigators who do not normally conduct it and to encourage the partnership of experienced cancer research investigators with cancer disparities-focused researchers. This FOA is intended to accelerate and strengthen multi-disciplinary cancer disparities research in wide ranging areas. Cancer disparities research includes, but is not limited to basic, translational, behavioral, observational, interventional, environmental and population research studies that address the adverse differences in cancer incidence, prevalence, mortality, survivorship, burden and/or response to treatment in racial/ethnic minorities and/or underserved population groups. Proposed collaborations should focus on achieving research objectives that by necessity rely on diverse and complementary expertise, technical capabilities, and resource sets. Importantly, the supplemental request is required to be within the scope of the parent award and should expand the original aims to include a cancer disparity component and possible inclusion of international comparator cohorts. A trans NCI effort, the concept reissuance of the Collaborative Program is supported by NCIs Division of Cancer Biology (DCB), Division of Cancer Treatment and Diagnosis (DCTD), Division of Cancer Prevention (DCP), Division of Cancer Control and Population Sciences (DCCPS), Center to Reduce Cancer Health Disparities (CRCHD) and now, also included  Center for Global Health.",Nationwide,Education,none,"Jan 23, 2025 12:00:00 AM EST"
"2023 Inflation Reduction Act Climate Ready Workforce for Coastal States, Tribes, and Territories Competition",https://grants.gov/search-results-detail/351565,"A climate ready nation requires a climate ready workforce. NOAA will assist communities in coastal and Great Lakes states and territories so they may form partnerships that train workers and place them into jobs that enhance climate resilience. This competition is designed to meet the emerging and existing skills needs of employers while helping workers enter good jobs, so that together they may enhance climate resilience. NOAA envisions making between 10-20 awards under this competition, at amounts ranging from $500,000 to $10 million each. NOAA is issuing this Notice of Funding Opportunity (NOFO) for qualified organizations to form and support partnerships that will work collaboratively to support regional economies and their associated workforces by developing training programs that build in-demand skills, offering wraparound services that allow workers to successfully enroll in and complete training, and helping workers enter or advance into good jobs that enhance climate resilience. Wraparound services allow people to overcome barriers to participate in the program, especially individuals in underserved groups. Examples of wraparound services include transportation, childcare, elder care, and housing services. NOAA heavily prioritizes efforts to reach individuals from historically underserved communities (see Executive Order (EO) 13985; see https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/20/executive-order-advancing-racial-equity-and-support-for-underserved-communities-through-the-federal-government/), and to benefit disadvantaged communities (see Executive Order 14008; see https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/ and defined in M-23-09, https://www.whitehouse.gov/wp-content/uploads/2023/01/M-23-09_Signed_CEQ_CPO.pdf).Moreover, Executive Order 14096 recognizes that the Federal Government must continue to remove barriers to the meaningful involvement of the public in such decision-making, particularly those barriers that affect members of communities with environmental justice concerns (see https://www.whitehouse.gov/briefing-room/presidential-actions/2023/04/21/executive-order-on-revitalizing-our-nations-commitment-to-environmental-justice-for-all/). Ultimately, the purpose of this NOFO is to ensure workers in coastal states and territories are trained for and hired into quality private- and public-sector jobs in the U.S. economy that are needed to increase resilience to climate-related hazards (https://www.noaa.gov/sites/default/files/2022-06/NOAA_FY2226_Strategic_Plan.pdf).This document sets out requirements for submitting to NOAA-OAR-SG-2024-2007783.",Nationwide,Business and Commerce,10000000,"Feb 13, 2024 12:00:00 AM EST"
"ASU, Phoenix, others to partner on sustainability innovation",https://www.azcentral.com/story/news/local/arizona-environment/2024/01/31/asu-phoenix-others-to-partner-on-sustainability-innovation/72398836007/,"ASU, Phoenix, others will share $15 million to develop climate, sustainability solutions. A collection of Southwest-based research institutions, cities and business partners led by Arizona State ...",Arizona,Technology and Other Research Grants,,
FY24 Regents’ Research Grants Opportunity Kick-off,https://funding.asu.edu/articles/fy24-regents-research-grants-opportunity-kick,"Research Development Opportunity Kick-off events are introductions to specific funding opportunities that provide an overview of requirements, advice and lessons learned from experienced faculty, and a chance to network with other ASU faculty.Topic: FY24 Regents’ Research Grants The Regents’ Grants program, offered by the Arizona Board of Regents, funds research across Arizona’s multiple ...",Arizona,Technology and Other Research Grants,,
Find Free College Scholarships | Sallie Mae,https://www.salliemae.com/scholarships/?dtd_cell=SMPLSHDCOTDOBOOTOTHOTHRR010000,"Find free money for college that you don’t need to pay back. Enter $2,000 Scholarship 1. College scholarships are financial aid for college that you can apply for through organizations, websites, scholarship tools, and more. Scholarships can be need-based, merit-based, or based on things like your hobbies, field of study, ethnicity, religion ...",Mississippi,Graduate School Student Grants,,
How To Apply For Financial Aid - Affordable Colleges Online,https://www.affordablecollegesonline.org/college-resource-center/guide-to-fafsa/,"The FAFSA, or Free Application for Federal Student Aid, allows students to apply for federal grants, loans, and work-study programs. The federal student aid program distributes $120 billion in aid for college students annually. By filling out the FAFSA every year, students learn about their financial aid options.",Mississippi,Graduate School Student Grants,,
Apply for a Grant | U.S. Department of Education,https://www2.ed.gov/fund/grant/apply/grantapps/index.html,"Grant Title Grant Information Due Date Apply; Office of Elementary and Secondary Education (OESE): Rural, Insular, and Native Achievement Programs:: Alaska Native Education Program, Assistance Listing Number (ALN) 84.356A. Eligibility; Funding; More",Illinois,High School/College Student Grants,,
Empower the Next Generation: Join Our Youth ... - bmoreconnect.org,https://www.bmoreconnect.org/updates/empower-the-next-generation-join-our-youth-leadership-series,Spring Summit: A grand event in East Baltimore collaborating with Challenge2Change and other organizations dedicated to youth empowerment. 🤝 Why You Should Join: Training & Support: Equip yourself with tools to better support and guide our youth. Leadership Identification: Discover and nurture the potential leaders of tomorrow.,Maryland,Youth Support and Leadership Grants,,
Mentored Career Development Award to Promote Faculty Diversity in Biomedical Research (K01 Independent Clinical Trial Required),https://grants.gov/search-results-detail/333796,"This Funding Opportunity Announcement (FOA) invites applications to enhance the pool of highly trained investigators from diverse backgrounds, including those from groups underrepresented in research areas of interest to the NHLBI. The career development will take place under the guidance of an experienced mentor in the biomedical, behavioral or clinical sciences leading to research independence. It is targeted toward individuals whose basic, clinical, and translational research interests are grounded in the advanced methods and experimental approaches needed to solve problems related to cardiovascular, pulmonary, and hematologic diseases and sleep disorders in the general and health disparities populations. This FOA invites applications from institutions with eligible faculty members to undertake special study and supervised research under a mentor who is an accomplished investigator in the research area proposed and has experience in developing independent investigators. This FOA is designed specifically for candidates proposing to serve as the lead investigator of an independent clinical trial, a clinical trial feasibility study, or a separate ancillary clinical trial, as part of their research and career development. Applicants not planning an independent clinical trial, or proposing to gain research experience in a clinical trial led by another investigator, must apply to the companion FOA (see RFA-HL-22-011).",Nationwide,Health,none,"May 07, 2024 12:00:00 AM EDT"
Archiving and Documenting Child Health and Human Development Data Sets (R03 Clinical Trial Not Allowed),https://grants.gov/search-results-detail/345306,The purpose of this funding opportunity announcement (FOA) is to invite R03 applications to support archiving and documenting existing data sets in order to enable secondary analysis of these data by the scientific community. The priority of this program is to archive data sets within the scientific mission of the NICHD; highest priority is to archive data collected with NICHD support.,Nationwide,Health,none,"Nov 16, 2025 12:00:00 AM EST"
Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R21 Clinical Trials Not Allowed),https://grants.gov/search-results-detail/349673,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) along with other participating Institutes encourages submission of applications proposing to conduct secondary data analysis and integration of existing datasets and database resources, with the ultimate aim to elucidate cancer risk and related outcomes (e.g., risk prediction or reduction, survival, or response to treatment, etc.). The goal of this initiative is to address key scientific questions relevant to cancer by supporting the analysis of existing clinical, environmental, surveillance, health services, vital statistics, behavioral, lifestyle, genomic, and molecular profiles data. Applicants are encouraged to leverage and perform innovative analyses of the existing data. Applications may include new research aims that are being addressed with existing data, new or advanced methods of analyses, or novel combinations and integration of datasets that allow the exploration of important scientific questions in cancer research.",Nationwide,Education,275000,"Sep 07, 2026 12:00:00 AM EDT"
FAFSA 2024-25 | How to Apply for Financial Aid - Sallie Mae,https://www.salliemae.com/college-planning/financial-aid/fafsa/,"Talk to the financial aid offices of the colleges you’re interested in attending about aid for part-time students. The FAFSA allows students to receive aid from the government, states, colleges, and other organizations. See what's new for 2024-25 and find answers to all of your questions.",Mississippi,Graduate School Student Grants,,
Innovative Approaches to Studying Cancer Communication in the New Information Ecosystem (R21 Clinical Trial Optional),https://grants.gov/search-results-detail/341109,"Through this Funding Opportunity Announcement (FOA), the National Cancer Institute (NCI) announces its interest in supporting meritorious research projects in three distinct domains related to cancer communication: 1) the utility and application of new cancer communication surveillance approaches; 2) the development and testing of rapid cancer communication pilot interventions using innovative methods and designs; and 3) the development and testing of multilevel cancer communication models emphasizing bidirectional influence between levels. For such projects, applicants should apply communication science approaches to the investigation of behavioral targets and health outcomes related to cancer prevention and control. Applications should utilize one or more innovative communication research methodologies.",Nationwide,Education,none,"Sep 07, 2025 12:00:00 AM EDT"
NOAA Ocean Acidification Program Education Mini-Grant Program,https://grants.gov/search-results-detail/348989,"NOAA's Ocean Acidification Program (OAP) Education Mini-Grant Program, is a competitively-based initiative that supports coastal and ocean acidification education programs that are responsive to the goals of the NOAA Ocean Acidification Education Implementation Plan and the 2021-2040 NOAA Education Strategic Plan. Priority goals include engaging diverse audiences in ocean acidification education and outreach, matching ocean acidification communication needs with existing research, education and outreach activities, while developing innovative approaches for community involvement. These goals are part of NOAA's efforts to increase Diversity, Equity, Inclusion, and Accessibility (DEIA) (https://www.whitehouse.gov/briefing-room/presidential-actions/2021/06/25/executive-order-on-diversity-equity-inclusion-and-accessibility-in-the-federal-workforce/) in ocean literacy, stewardship, and workforce development, particularly in underserved and/or Indigenous communities or Tribes.",Nationwide,Business and Commerce,400000,"Feb 23, 2024 12:00:00 AM EST"
"Student Teacher Grants in Shortage Areas Annual Report, 2024",https://www.ohe.state.mn.us/Documents/Student%20Teacher%20Grants//STSA%202024%20Annual%20Report_ADA1.pdf,"The Minnesota State Grant Program is the largest financial aid program administered by the Office of Higher Education, awarding more than $224 million annually in need-based grants to Minnesota residents attending eligible colleges, universities and career schools in Minnesota. The agency oversees other state scholarship programs, tuition ...",Minnesota,Educators and Educational Institutions Grants,,
Apply for a Grant | NRA Foundation,https://www.nrafoundation.org/grants/apply-for-a-grant/,"Apply Today! The NRA Foundation provides financial support to eligible projects, programs and organizations through its grant program.",Arkansas,Youth Support and Leadership Grants,,
Transformative Research Award for the INCLUDE (Investigation of Co-occurring Conditions across the Lifespan to Understand Down syndrome) Project (R01 Clinical Trial Not Allowed),https://grants.gov/search-results-detail/339251,"The NIH INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Project seeks to improve health and quality-of-life for individuals with Down syndrome. This Funding Opportunity Announcement (FOA) is soliciting Transformative Research Award applications to support individual scientists or groups of scientists proposing groundbreaking, exceptionally innovative, original, and/or unconventional research that has the potential to create new scientific paradigms, establish entirely new and improved clinical approaches, or develop transformative technologies related to Down syndrome. For the program to support the best possible researchers and research, applications are sought which reflect the full diversity of the nations research workforce. Individuals from diverse backgrounds, including those from underrepresented groups and from the full spectrum of eligible institutions in all geographic locations are strongly encouraged to apply to this Funding Opportunity Announcement. Applications are welcome in all topics relevant to Down syndrome-related research or its co-occurring conditions. No preliminary data are required. Projects must clearly demonstrate, based on the strength of the logic, a compelling potential to produce a major impact in research related to Down syndrome.",Nationwide,Education,6000000,"Jul 01, 2024 12:00:00 AM EDT"
